comment,rating,date,drug,url
"Warning! Be careful with this drug as I recommend not taking it. I've been on it for about 6 months and have stopped. I'll never take it again. Had severe muscle pain (especially arms) and in both knees. Haven't used it for several days now and side effects are 75% better. Moreover, it had only a minimal effect on lowering cholesteral. Beware!!!!!!!","{'effectiveness': 1.0, 'ease of use': 1.0, 'satisfaction': 1.0}",12/2/2009 3:40:52 PM,WelChol oral,https://www.webmd.com/drugs/drugreview-19893-WelChol-oral.aspx?drugid=19893&drugname=WelChol-oral&pageIndex=48&sortby=3&conditionFilter=-1
"I too have noticed hair loss, mostly thinning out. I am a 60 yr old woman. I have used it for 8 months. Good for reducing blood sugar levels and cholestrol. Pain taking 6 pills every day. ","{'effectiveness': 5.0, 'ease of use': 3.0, 'satisfaction': 1.0}",11/19/2009 8:46:34 PM,WelChol oral,https://www.webmd.com/drugs/drugreview-19893-WelChol-oral.aspx?drugid=19893&drugname=WelChol-oral&pageIndex=48&sortby=3&conditionFilter=-1
"I must say I was a bit hesitant to take 6 pills. I am 31 and did not want to take a statin. I had an LDL of 165 (thanks mom and dad)and total cholesterol was 241. After 4 months on it my lipids were LDL = 74 and total Cholesterol = 185. I like to research meds too so, I know welchol could cause constipation but if you take it along with a meal and an 8oz drink it is not a problem. Also, it does not pass through my liver or kidneys because it does not enter the bloodstream so it CANNOT MEDICALLY cause muscle pain or cramps. Some people I talk with are side effect profile junkies. If it says it on the internet, they have that reaction from it. I am into safe medications and this by far is one of the safest medications you can take. Women can even take it during pregnancy. When my wife was pregnant she could hardly take any over the counter meds much less prescription meds. Oh well, sorry I went through all this but if you cannot tell I am in complete support of this medication and I have done my medical research. I hate to see all these negative comments about something that can really make a difference in your life medically. People are always more likely to voice complaints then compliments or satisfaction.","{'effectiveness': 5.0, 'ease of use': 4.0, 'satisfaction': 4.0}",11/18/2009 10:57:52 PM,WelChol oral,https://www.webmd.com/drugs/drugreview-19893-WelChol-oral.aspx?drugid=19893&drugname=WelChol-oral&pageIndex=48&sortby=3&conditionFilter=-1
"I have been on WelChol for 3mos and I'm happy with the result. The only side effect for me is large stool and constipation. I can deal with that, rather than having a high cholest. and could be having a stroke or heart attack. No muscle pain whatsoever. I have gone down 77 points, but still above the 200 mark. Granted I am watching my diet very closely now, I cut out all red meats, and most of high-cholest. foods. I stay mostly on veggie diets, and work out 3 times a week. I believe within another 3mos, I will bring my cholest. down to a normal range.

My doc almost prescribed me statin meds which might have all sort of side effects and I am not too keen of doing that. So if WelChol doesn't give me constipation, I would rate it all 5 stars.","{'effectiveness': 5.0, 'ease of use': 5.0, 'satisfaction': 4.0}",11/18/2009 12:05:52 PM,WelChol oral,https://www.webmd.com/drugs/drugreview-19893-WelChol-oral.aspx?drugid=19893&drugname=WelChol-oral&pageIndex=48&sortby=3&conditionFilter=-1
I have been taking it for less than 1month for Crohns. It has totally changed my life. I went from chronic diarrea to basically none right away. After 20yrs of living my life around bathrooms I can finally just live it!,"{'effectiveness': 5.0, 'ease of use': 5.0, 'satisfaction': 5.0}",11/14/2009 9:03:23 PM,WelChol oral,https://www.webmd.com/drugs/drugreview-19893-WelChol-oral.aspx?drugid=19893&drugname=WelChol-oral&pageIndex=49&sortby=3&conditionFilter=-1
i have IBS and diarrea i am not sure of this medicine as i do not have diadetes or high cholestorol,"{'effectiveness': 1.0, 'ease of use': 1.0, 'satisfaction': 1.0}",11/3/2009 7:44:15 AM,WelChol oral,https://www.webmd.com/drugs/drugreview-19893-WelChol-oral.aspx?drugid=19893&drugname=WelChol-oral&pageIndex=49&sortby=3&conditionFilter=-1
"I've been on this drug for nearly a month, the side effects have been horrible at best. Bloating, large stools, discolored stools, muscle pain, muscle weakness and severe shortness of breath, just to name the most prevalent. My last cholesterol check put it at 227, which is much lower than it was when I had a heart attack in early August of 2009.

I cannot take statins, and from my personal research and 15 years experience working in cardio-pulmonary medicine I'm thoroughly convinced cholesterol has little or nothing to do with coronary artery disease. Consequently, when I next visit my cardiologist and he tells me my cholesterol is too high, I'll tell him I don't give a damn. If he want to argue the point, I'll fire him! I'm 69 years old, 6 feet tall, male, weigh 204 and still working 4 to 6 days a week. I didn't have any problems until I started taking cholesterol lowering drugs. And, I sincerely believe that taking these drugs will not make me live one day longer. It took 69 years of hard living to plug two small areas of my left anterior descending coronary artery by 85 percent. A pair of stents now hold those areas open. Does anyone believe for one minute that any of these drugs will make them live longer?

Sorry about the rant. Just tired of doctors who don't seem to have a lick of common sense and want to push pills.","{'effectiveness': 1.0, 'ease of use': 1.0, 'satisfaction': 1.0}",10/31/2009 8:09:46 PM,WelChol oral,https://www.webmd.com/drugs/drugreview-19893-WelChol-oral.aspx?drugid=19893&drugname=WelChol-oral&pageIndex=49&sortby=3&conditionFilter=-1
Two months on WelChol and I started noticing hair loss.  Age 65.  Have not noticed others with hair losee while taking this drug.  I've stopped taking it to see what happens.  Very expensive and seems like 6 pills a day is excessive.,"{'effectiveness': 2.0, 'ease of use': 2.0, 'satisfaction': 1.0}",10/21/2009 10:46:28 AM,WelChol oral,https://www.webmd.com/drugs/drugreview-19893-WelChol-oral.aspx?drugid=19893&drugname=WelChol-oral&pageIndex=49&sortby=3&conditionFilter=-1
"Just started taking this for high Cholesterol (178) never in my life have I had high blood pressure, seen eye doctor and blood pressure up, is it WelChol? Seen eye doc for vision getting worst. Is it WelChol? 52 retired Marine, work out daily and watch my diet. Any one got same?","{'effectiveness': 2.0, 'ease of use': 4.0, 'satisfaction': 2.0}",10/17/2009 9:03:03 AM,WelChol oral,https://www.webmd.com/drugs/drugreview-19893-WelChol-oral.aspx?drugid=19893&drugname=WelChol-oral&pageIndex=49&sortby=3&conditionFilter=-1
This is easy to take.  I take it twice a day at lunch and dinner.  Lowered my cholesterol in a major way.  No other side effects.  Great drug.  Been on it 6 months.  Tried everything else for cholesterol.  This is very effective so far.,"{'effectiveness': 5.0, 'ease of use': 5.0, 'satisfaction': 5.0}",10/14/2009 12:39:33 PM,WelChol oral,https://www.webmd.com/drugs/drugreview-19893-WelChol-oral.aspx?drugid=19893&drugname=WelChol-oral&pageIndex=50&sortby=3&conditionFilter=-1
"I am a 56 year old woman taking Welchol for high chloesterol/LDL.  After taking 2 pills a day, experienced low blood sugar symptoms that really scared me.  Stopped taking it for a couple of days because it scared me so bad.  Started taking 1 pill a day when my doctor's nurse assured me the low blood sugar symptoms wasn't from taking Welchol.  After only a couple of days of taking only 1 pill a day, experienced muscle and head pain, gas, feeling weak/sleepy, cough, blurry vision, and flu-like symptoms. Life's too short to be feeling bad from a medicine that's suppose to help me feel better.  It may help others for their health issues, but it isn't for me.","{'effectiveness': 1.0, 'ease of use': 2.0, 'satisfaction': 1.0}",10/13/2009 11:30:09 AM,WelChol oral,https://www.webmd.com/drugs/drugreview-19893-WelChol-oral.aspx?drugid=19893&drugname=WelChol-oral&pageIndex=50&sortby=3&conditionFilter=-1
I have been having low back pain daily for several months now and am wondering if anyone else has noticed having the same.  Don't know if it is just a coincidence or is a possible side effect of this drug since it started around the time I started Welchol.  I have trouble getting six pills a day down let alone swallowing those big things so I have to cut them in two so now have twelve to take daily.   ,"{'effectiveness': 2.0, 'ease of use': 2.0, 'satisfaction': 2.0}",9/27/2009 8:35:00 PM,WelChol oral,https://www.webmd.com/drugs/drugreview-19893-WelChol-oral.aspx?drugid=19893&drugname=WelChol-oral&pageIndex=50&sortby=3&conditionFilter=-1
"I've been very pleased with this medication.  My cholesterol has gone done, my bowel movements, which use to be loose and hard to control, have improved, and I've lost 16 pounds.  I've been using it for about 4-5 months.  My doctor said it is full of fiber so taking it 30 minutes before a meal helps fill me up and helps control my portions.  Also, due to the fiber filled pills, my bowel movements are now firm and I don't have to rush to the bathroom like a madwoman.  It's a triple benefit! Five stars all they way!","{'effectiveness': 5.0, 'ease of use': 5.0, 'satisfaction': 5.0}",9/24/2009 10:01:08 AM,WelChol oral,https://www.webmd.com/drugs/drugreview-19893-WelChol-oral.aspx?drugid=19893&drugname=WelChol-oral&pageIndex=50&sortby=3&conditionFilter=-1
"I started taking this medication 2 months ago. First few days had stomach pains, but that has subsided. The main thing I noticed was weight loss, 10 pounds within the first month. That was a plus for me. I take the medicine after lunch 3 pills and dinner 3 pills with an 8 ounce glass of water.","{'effectiveness': 3.0, 'ease of use': 3.0, 'satisfaction': 4.0}",9/22/2009 2:56:40 PM,WelChol oral,https://www.webmd.com/drugs/drugreview-19893-WelChol-oral.aspx?drugid=19893&drugname=WelChol-oral&pageIndex=50&sortby=3&conditionFilter=-1
"I have high cholesterhol but also Gastroparesis where my food does not digest,it lays in my stomach causing me to be nauseated all the time.  My Gastro doctor was ready to send me to Pittsburgh Hospital that could not figure out what to do, I went to my reg. doctor for my cholesterhol check-up and he wanted me to go off the statins and take the Welchol because he believed between the stomach problems and cholesterhol I solve them both.  I have been on Welchol for one month.  I finally feel like I have my life back.  A llittle constipation but not much can handle it.  I only take 2 in the morning, before this I would go to work and be sick all day and come home and have to lay down and not move just to keep the nausea at a comfortable level.   So I thank my reg. doctor for recommending this and I have no real problem with any side effects.  ","{'effectiveness': 5.0, 'ease of use': 5.0, 'satisfaction': 5.0}",9/3/2009 8:00:27 AM,WelChol oral,https://www.webmd.com/drugs/drugreview-19893-WelChol-oral.aspx?drugid=19893&drugname=WelChol-oral&pageIndex=51&sortby=3&conditionFilter=-1
I am taking the drug for cronic diaea. The drug works well but I have developed a dry cough that will not go away.,"{'effectiveness': 4.0, 'ease of use': 4.0, 'satisfaction': 4.0}",9/2/2009 11:44:54 PM,WelChol oral,https://www.webmd.com/drugs/drugreview-19893-WelChol-oral.aspx?drugid=19893&drugname=WelChol-oral&pageIndex=51&sortby=3&conditionFilter=-1
SERVER BACK PAIN,"{'effectiveness': 1.0, 'ease of use': 1.0, 'satisfaction': 1.0}",9/1/2009 2:37:21 PM,WelChol oral,https://www.webmd.com/drugs/drugreview-19893-WelChol-oral.aspx?drugid=19893&drugname=WelChol-oral&pageIndex=51&sortby=3&conditionFilter=-1
"I am a 62 year ola paraplegic who had suffered severe and worsening diarrhea that I have experienced for several years, Welchol changed my life and I bless the doc tor telling me of it. I now take it only twice a day( down from six) and it is truly lifechanging .........","{'effectiveness': 5.0, 'ease of use': 5.0, 'satisfaction': 4.0}",8/23/2009 2:01:38 AM,WelChol oral,https://www.webmd.com/drugs/drugreview-19893-WelChol-oral.aspx?drugid=19893&drugname=WelChol-oral&pageIndex=51&sortby=3&conditionFilter=-1
"I am a 71 yr old female..dr put me on welchol because of side effects from statins...3 tablets 2 x  daily... BIG JOKE...after five weeks ,my weight dropped from 124 lbs to 113 lbs..severe loss of muscle tone..(like my flesh was dissolving under my skin )severe weakness..bruising (just drying off after bathing...big bruises on arms and legs..) alternated between being constipated and having diarrhea..needless to say have stopped taking welchol. I have had three heart attacks and I can't help but wonder what effect this has had on my heart!!!","{'effectiveness': 2.0, 'ease of use': 5.0, 'satisfaction': 1.0}",8/20/2009 12:11:18 PM,WelChol oral,https://www.webmd.com/drugs/drugreview-19893-WelChol-oral.aspx?drugid=19893&drugname=WelChol-oral&pageIndex=52&sortby=3&conditionFilter=-1
I have taken this drug for a month.  I am having terrible side effects with itching from head to toe in a frenzy and a rash above my ear.  I've yet to find a drug that I can take that has no side effects. I've tried them all for high cholesterol and triglyserides.  I feel like this medication is dangerous for me.,"{'effectiveness': 2.0, 'ease of use': 3.0, 'satisfaction': 1.0}",8/18/2009 8:02:16 PM,WelChol oral,https://www.webmd.com/drugs/drugreview-19893-WelChol-oral.aspx?drugid=19893&drugname=WelChol-oral&pageIndex=52&sortby=3&conditionFilter=-1
Have colon damage from radiation to pelvis in '94 which has caused severe diarrhea and multiple hosp. stays. Unable to use cholestid due to severe muscle pain.  This has been a miracle drug. I take 1 with breakfast and 1 with supper. My only complaints are severe dry skin and hair and the tablets are not easy to swallow. I am taking each in the middle of a meal which helps move it along. ,"{'effectiveness': 5.0, 'ease of use': 4.0, 'satisfaction': 5.0}",8/15/2009 10:55:10 AM,WelChol oral,https://www.webmd.com/drugs/drugreview-19893-WelChol-oral.aspx?drugid=19893&drugname=WelChol-oral&pageIndex=52&sortby=3&conditionFilter=-1
"I got leg and muscle pains with other meds but NOT with this one. In fact, I noticed feeling better right away. Dr. told me food was not necessary when I took them, but taking them with food and enough liquid is key. (put one in a glass of water to see how it dispurses, and how long-lesson!) Now the PRICE is what keeps me from taking them steady.(unemployed)  Help!","{'effectiveness': 5.0, 'ease of use': 5.0, 'satisfaction': 4.0}",8/13/2009 3:57:14 PM,WelChol oral,https://www.webmd.com/drugs/drugreview-19893-WelChol-oral.aspx?drugid=19893&drugname=WelChol-oral&pageIndex=52&sortby=3&conditionFilter=-1
I have been taking welchol for almost a month and haven't had too much trouble with it except for having excessive saliva at night to the point of nearly getting strangled and coughing so that I can't get to sleep. I haven't seen this particular side effect listed with the drug. This is getting to be very distressing.,"{'effectiveness': 2.0, 'ease of use': 2.0, 'satisfaction': 2.0}",8/11/2009 10:02:39 AM,WelChol oral,https://www.webmd.com/drugs/drugreview-19893-WelChol-oral.aspx?drugid=19893&drugname=WelChol-oral&pageIndex=52&sortby=3&conditionFilter=-1
condition is improving,"{'effectiveness': 5.0, 'ease of use': 5.0, 'satisfaction': 5.0}",8/9/2009 11:56:42 AM,WelChol oral,https://www.webmd.com/drugs/drugreview-19893-WelChol-oral.aspx?drugid=19893&drugname=WelChol-oral&pageIndex=53&sortby=3&conditionFilter=-1
after taaking medication for 2-3 weeks I get severe muscle cramps and constrictions,"{'effectiveness': 1.0, 'ease of use': 5.0, 'satisfaction': 1.0}",7/31/2009 3:45:44 PM,WelChol oral,https://www.webmd.com/drugs/drugreview-19893-WelChol-oral.aspx?drugid=19893&drugname=WelChol-oral&pageIndex=53&sortby=3&conditionFilter=-1
"I have IBS with severe diarrhea..I've been on this about 3 weeks and taking 6-8 pills a day+some imodium ad--my ibs is better but I would like to try Latronex oral for IBS, but DR. wants we to continue with this a little longer.Its worked better than anything else I have taken but each pill is 625mg 6-8 pills is a lot....will update agin after haves tried it longer  ","{'effectiveness': 4.0, 'ease of use': 5.0, 'satisfaction': 4.0}",7/25/2009 3:00:04 PM,WelChol oral,https://www.webmd.com/drugs/drugreview-19893-WelChol-oral.aspx?drugid=19893&drugname=WelChol-oral&pageIndex=53&sortby=3&conditionFilter=-1
"I could not take most cholesterol lowering drugs due to muscle pain. I started taking WelChol about 6 months ago because my Dr. told me that WelChol worked in the gut, and very rarely had muscle pain side effects. I started having muscle pain, but because I'm heavy I figured the pain in my legs, knees, etc. was from being overweight. I didn't put two and two together. Duh. Recently I decided to look on the net for the side effects of WelChol and saw that muscle pain is one of the side effects for a certain percentage of people. So, I stopped taking the WelChol and now after a week, the pain is nearly all gone!! It's like a miracle. Now I can take my dog on walks and get things done. I had started feeling like an old lady.  I am middle aged...but not old! It was depressing.  I don't think the medication is worth it.  If I can't exercise because of pain, how ridiculous is that?! ","{'effectiveness': 3.0, 'ease of use': 2.0, 'satisfaction': 1.0}",7/19/2009 10:33:27 PM,WelChol oral,https://www.webmd.com/drugs/drugreview-19893-WelChol-oral.aspx?drugid=19893&drugname=WelChol-oral&pageIndex=53&sortby=3&conditionFilter=-1
extreme tiredness.,"{'effectiveness': 3.0, 'ease of use': 3.0, 'satisfaction': 3.0}",7/7/2009 12:38:06 PM,WelChol oral,https://www.webmd.com/drugs/drugreview-19893-WelChol-oral.aspx?drugid=19893&drugname=WelChol-oral&pageIndex=53&sortby=3&conditionFilter=-1
Started taking this medication on last week. Have taken for one week. The problem with this medication is constipation. I will continue to take it and use some stool softener to ease the problem..,"{'effectiveness': 3.0, 'ease of use': 4.0, 'satisfaction': 2.0}",6/28/2009 7:02:08 PM,WelChol oral,https://www.webmd.com/drugs/drugreview-19893-WelChol-oral.aspx?drugid=19893&drugname=WelChol-oral&pageIndex=54&sortby=3&conditionFilter=-1
Have experienced swelling in my feet. Has anyone else experienced this as a side effect of Welchol?,"{'effectiveness': 5.0, 'ease of use': 3.0, 'satisfaction': 4.0}",6/30/2009 5:21:57 PM,WelChol oral,https://www.webmd.com/drugs/drugreview-19893-WelChol-oral.aspx?drugid=19893&drugname=WelChol-oral&pageIndex=54&sortby=3&conditionFilter=-1
"Can't take statins because of muscle problems, and Dr. wanted me to try Welchol 6 weeks ago.  Took it for a month.  I had diarhea, aquired a bad sore behind upper front teeth, and had a severe outbreak of some sort of rash that started on front of legs below the knee and went all the way around the legs.  I feel the Welchol brought it all on, so I stopped it now for two weeks to see if they go away.  Sore is somewhat better and the rash is almost gone.  Bowels quite a bit better too.  I wish they would just quit messing with me!  Also would like to lower cholesterol some way.  I am not taking any more of those medicines.","{'effectiveness': 1.0, 'ease of use': 1.0, 'satisfaction': 1.0}",6/16/2009 3:46:27 PM,WelChol oral,https://www.webmd.com/drugs/drugreview-19893-WelChol-oral.aspx?drugid=19893&drugname=WelChol-oral&pageIndex=54&sortby=3&conditionFilter=-1
I have been taking this drug for over a year for Habba Syndrome - This is a condition where the gallbladder produces too much bile - I have found amazing results with this medication - It has changed my life.,"{'effectiveness': 5.0, 'ease of use': 5.0, 'satisfaction': 5.0}",6/16/2009 9:44:23 AM,WelChol oral,https://www.webmd.com/drugs/drugreview-19893-WelChol-oral.aspx?drugid=19893&drugname=WelChol-oral&pageIndex=54&sortby=3&conditionFilter=-1
Haven't had any side effects except severe constipation which has caused very painful bowel movements. Have to take a lot of fiber and stool softeners just to have once a day BM.,"{'effectiveness': 3.0, 'ease of use': 5.0, 'satisfaction': 2.0}",6/15/2009 10:31:52 PM,WelChol oral,https://www.webmd.com/drugs/drugreview-19893-WelChol-oral.aspx?drugid=19893&drugname=WelChol-oral&pageIndex=55&sortby=3&conditionFilter=-1
I have had digestive problems often several hours after eating. Considerable gas discomfort has often kept me from getting a decent night's sleep.,"{'effectiveness': 4.0, 'ease of use': 1.0, 'satisfaction': 2.0}",6/15/2009 1:18:30 PM,WelChol oral,https://www.webmd.com/drugs/drugreview-19893-WelChol-oral.aspx?drugid=19893&drugname=WelChol-oral&pageIndex=55&sortby=3&conditionFilter=-1
"I am on my third week of 6 pills a day.Only problem is the stool problem.Had to take miralax and stool softeners to go.And was very painful.Will try to continue taking until next visit to doctor to see if helping, also have lost 7 pounds, which doctor said might happen and was needed to be lost. ","{'effectiveness': 3.0, 'ease of use': 4.0, 'satisfaction': 1.0}",6/12/2009 12:18:16 AM,WelChol oral,https://www.webmd.com/drugs/drugreview-19893-WelChol-oral.aspx?drugid=19893&drugname=WelChol-oral&pageIndex=55&sortby=3&conditionFilter=-1
I had my gallbladder removed in 1997 and have had terriable stomach problems.  I have been on this medicine for 2 years now and it has been a God send.  I am now able to eat out with friends and not have to hunt a restroom before we leave.  Which is very uncomfortable.  Now I can enjoy going out with no worries.  Much better than the drinks I had to try first. ,"{'effectiveness': 5.0, 'ease of use': 4.0, 'satisfaction': 5.0}",6/9/2009 11:31:07 PM,WelChol oral,https://www.webmd.com/drugs/drugreview-19893-WelChol-oral.aspx?drugid=19893&drugname=WelChol-oral&pageIndex=55&sortby=3&conditionFilter=-1
"Please be aware this drug can be used for people who have had a bowel resection and are suffering from ""short track"" syndrome which includes persistent diarrhea.  It soaks up bile acids and allows patients to live a more normal life.","{'effectiveness': 4.0, 'ease of use': 4.0, 'satisfaction': 4.0}",6/9/2009 8:20:50 AM,WelChol oral,https://www.webmd.com/drugs/drugreview-19893-WelChol-oral.aspx?drugid=19893&drugname=WelChol-oral&pageIndex=55&sortby=3&conditionFilter=-1
"took it for two days. Had severe dizziness, disorientation, off balance, and so sleepy I couldnt keep my head up! I just felt awful! No constipation went with more frequency","{'effectiveness': 1.0, 'ease of use': 1.0, 'satisfaction': 1.0}",6/8/2009 1:40:44 AM,WelChol oral,https://www.webmd.com/drugs/drugreview-19893-WelChol-oral.aspx?drugid=19893&drugname=WelChol-oral&pageIndex=56&sortby=3&conditionFilter=-1
Severe diarrhea for 8 wks.  MD prescribed Welchol and within 2 days diarrhea stopped.,"{'effectiveness': 5.0, 'ease of use': 5.0, 'satisfaction': 5.0}",6/2/2009 7:13:26 PM,WelChol oral,https://www.webmd.com/drugs/drugreview-19893-WelChol-oral.aspx?drugid=19893&drugname=WelChol-oral&pageIndex=56&sortby=3&conditionFilter=-1
"I'm 62 and have permanent muscle damage in legs from statin drugs.  Also can't take Zetia for same reason. Now dr wants me to try WelChol.  Am afraid because of previous exp.  Also because of severe gastritis.  Will have to check with my GI and Cardio docs b/4 I start on another cholesteral ""trial"".  Don't want to be in more pain than already am.  Thank you all for your remarks.  Helped me to seek more help before taking!","{'effectiveness': 2.0, 'ease of use': 3.0, 'satisfaction': 2.0}",6/2/2009 6:31:51 PM,WelChol oral,https://www.webmd.com/drugs/drugreview-19893-WelChol-oral.aspx?drugid=19893&drugname=WelChol-oral&pageIndex=56&sortby=3&conditionFilter=-1
"Have been taking for 1 month.  Have had extreme muscle pain, sleepless nights, headaches, and oversized stool.","{'effectiveness': 1.0, 'ease of use': 4.0, 'satisfaction': 1.0}",5/29/2009 12:07:27 AM,WelChol oral,https://www.webmd.com/drugs/drugreview-19893-WelChol-oral.aspx?drugid=19893&drugname=WelChol-oral&pageIndex=56&sortby=3&conditionFilter=-1
"Welchol improved my sugar, but not much improvement with my Cholestrol. The side effects for me were severe constipation, so severe I resorted to Benefiber no help have to use suppositories. Also stomach pain and bloating . But the most frightening was when my right hand began shaking uncontroablly like parkinson's. I have stopped the drug and now the constipation,stomach pain  and shaking have disappeared. ","{'effectiveness': 2.0, 'ease of use': 2.0, 'satisfaction': 1.0}",5/28/2009 8:51:38 PM,WelChol oral,https://www.webmd.com/drugs/drugreview-19893-WelChol-oral.aspx?drugid=19893&drugname=WelChol-oral&pageIndex=56&sortby=3&conditionFilter=-1
"I like others could not take statin drugs any more. I was on statins for over 10 years before leg cramps. Stopped taking anything other than supplements and eating proper foods but cholesterol went up over 200. Along with some high blood pressure I ended up having a TIA/stroke. Started taking Welchol about a year ago.Take 6 a day after working up to that fairly quickly. aside of the constipation that I take some natural colon cleans products like turkey rhubarb, drinke prine juice ect. My cholesterol is way down in the 150's tri's also. I am extermely happy with it.","{'effectiveness': 5.0, 'ease of use': 5.0, 'satisfaction': 3.0}",5/26/2009 8:27:01 AM,WelChol oral,https://www.webmd.com/drugs/drugreview-19893-WelChol-oral.aspx?drugid=19893&drugname=WelChol-oral&pageIndex=57&sortby=3&conditionFilter=-1
Didn't work for me.,"{'effectiveness': 1.0, 'ease of use': 1.0, 'satisfaction': 1.0}",5/23/2009 9:49:06 PM,WelChol oral,https://www.webmd.com/drugs/drugreview-19893-WelChol-oral.aspx?drugid=19893&drugname=WelChol-oral&pageIndex=57&sortby=3&conditionFilter=-1
"My doctor prescribed it for extreme IBS, it worked wonderfully.","{'effectiveness': 5.0, 'ease of use': 5.0, 'satisfaction': 5.0}",4/21/2009 8:48:04 PM,WelChol oral,https://www.webmd.com/drugs/drugreview-19893-WelChol-oral.aspx?drugid=19893&drugname=WelChol-oral&pageIndex=57&sortby=3&conditionFilter=-1
"Good grief.  I actually lived through the three days of taking ONE a day.  I am unable to take statins so doc tried this.  Had neurologic problems including leg weakness and cramping and neck and eye movement difficulty.  (I have invisible MS.  The Welchol highly intensified my neurologic problems.)  As one with extremely rare SVT runs, I experienced this, as well.  (I had also had soy sauce which probably intensified the runs.)  The on call nurse told me to go into ER, however, I had recalled that I had started the Welchol and stuck it out until it subsided this morning.  I cannot believe there is such a shortage of easy-to-tolerate, effective drugs out there for elevated cholesterol!  I am a 57 y/o female and petite at 130 and am a stroke/heart attack waiting to happen.  ","{'effectiveness': 1.0, 'ease of use': 1.0, 'satisfaction': 1.0}",4/12/2009 5:24:03 PM,WelChol oral,https://www.webmd.com/drugs/drugreview-19893-WelChol-oral.aspx?drugid=19893&drugname=WelChol-oral&pageIndex=57&sortby=3&conditionFilter=-1
feel good then i take the pills the bloating is so bad i weigh in the morning143 when i come home after work 151 legs tired six pills a day i hate this drugdoesnt help blood pressure either,"{'effectiveness': 1.0, 'ease of use': 1.0, 'satisfaction': 1.0}",4/2/2009 9:07:13 PM,WelChol oral,https://www.webmd.com/drugs/drugreview-19893-WelChol-oral.aspx?drugid=19893&drugname=WelChol-oral&pageIndex=57&sortby=3&conditionFilter=-1
"had real bad leg cramps and stomach pains,could not sleep at noght for body aches","{'effectiveness': 3.0, 'ease of use': 3.0, 'satisfaction': 1.0}",3/26/2009 1:06:54 PM,WelChol oral,https://www.webmd.com/drugs/drugreview-19893-WelChol-oral.aspx?drugid=19893&drugname=WelChol-oral&pageIndex=58&sortby=3&conditionFilter=-1
"Started Welchol in December of 08. Within 3 weeks my sole of my feet were killing me. It's a burning pain that won't go away. I have to wear Crocs all day. I have to wear slip on rubber soled shoes to walk. I no longer can wear sneakers. The medicine only brought my cholesterol( it was 434) down to 424. Hardly worth all the pains in my legs, back knees, the constipation and wakeful nights. Get real!! This medicine is no different than the statins. The drug companies are using us for experimentation. I stopped taking it to see if my symptoms will stop.","{'effectiveness': 1.0, 'ease of use': 4.0, 'satisfaction': 1.0}",3/13/2009 8:52:53 PM,WelChol oral,https://www.webmd.com/drugs/drugreview-19893-WelChol-oral.aspx?drugid=19893&drugname=WelChol-oral&pageIndex=58&sortby=3&conditionFilter=-1
Flushed and itchy face,"{'effectiveness': 1.0, 'ease of use': 1.0, 'satisfaction': 1.0}",3/5/2009 1:46:25 PM,WelChol oral,https://www.webmd.com/drugs/drugreview-19893-WelChol-oral.aspx?drugid=19893&drugname=WelChol-oral&pageIndex=58&sortby=3&conditionFilter=-1
I can't take statins because of muscle cramping. Been on Welchol before and quit because of the intestinal discomfort.  Doctor wanted me back on it as LDL levels were too high.  Still having constipation and cramping and am not up to the full 6 pill a day dose.  I really hate this stuff and doubt if I will stay on it for very long. ,"{'effectiveness': 3.0, 'ease of use': 3.0, 'satisfaction': 2.0}",3/5/2009 11:05:42 AM,WelChol oral,https://www.webmd.com/drugs/drugreview-19893-WelChol-oral.aspx?drugid=19893&drugname=WelChol-oral&pageIndex=58&sortby=3&conditionFilter=-1
"After first day of taking 4 pills , two in AM then 2 at night w/food. Had severe diarrea, no appetite. Today is second day will skip dosage to recover then I will try 1 or 2 per day and see. Curious so many reviews reported constipation mine was just the opposite.","{'effectiveness': 3.0, 'ease of use': 3.0, 'satisfaction': 1.0}",3/5/2009 7:43:23 AM,WelChol oral,https://www.webmd.com/drugs/drugreview-19893-WelChol-oral.aspx?drugid=19893&drugname=WelChol-oral&pageIndex=59&sortby=3&conditionFilter=-1
"I seldom had heartburn until I started taking Welchol 2 tabs a day and Rowasa 4 capsules a day (Omega 30.  I can't take statins.  Been the route wiht Questran which I am sure caused hair loss, Zocor, Crestor which caused muscle pain in shoulders and arms.  Started on Welchol 2 years ago and I am still not happy with the side effects.  I also have large stools and flatulence.  My Colonoscopy was normal except for diverticulosis.  I just don't feel comfortable taking this med so I am going to tell the doctor I can't handle it anymore.  I was happy to have daily bm's but never constant.  I can't say I have experienced any muscle pain except for leg cramps at night on occasion.  I am 75.  There has to be a supplement in a health store that would work. I just don't like the heartburn because I feel it could cause other esophageal problems.  My tests are still high and I walk for exercise.","{'effectiveness': 2.0, 'ease of use': 2.0, 'satisfaction': 1.0}",3/1/2009 9:36:38 PM,WelChol oral,https://www.webmd.com/drugs/drugreview-19893-WelChol-oral.aspx?drugid=19893&drugname=WelChol-oral&pageIndex=59&sortby=3&conditionFilter=-1
My voice is breaking up after a few words. Has there been reports of Welchol causing irritation of the larynx?,"{'effectiveness': 3.0, 'ease of use': 5.0, 'satisfaction': 3.0}",2/20/2009 1:36:03 PM,WelChol oral,https://www.webmd.com/drugs/drugreview-19893-WelChol-oral.aspx?drugid=19893&drugname=WelChol-oral&pageIndex=59&sortby=3&conditionFilter=-1
